query_id,step,baseline,subject,object,answer,expected,verdict
q_1_5,1,full_brain,E015,E043,manages,manages,correct
q_1_6,1,oracle,E054,E020,owns,owns,correct
q_1_6,1,vector_rag,E054,E020,owns,owns,correct
q_1_6,1,vector_rag_rerank,E054,E020,owns,owns,correct
q_1_6,1,heuristic_stateful,E054,E020,reports_to,owns,stale
q_1_6,1,static_graph,E054,E020,,owns,unknown
q_1_6,1,route_fn_only,E054,E020,reports_to,owns,stale
q_1_6,1,graph_route_pg,E054,E020,,owns,unknown
q_1_6,1,full_brain,E054,E020,owns,owns,correct
q_1_7,1,oracle,E032,E024,reports_to,reports_to,correct
q_1_7,1,vector_rag,E032,E024,depends_on,reports_to,stale
q_1_7,1,vector_rag_rerank,E032,E024,depends_on,reports_to,stale
q_1_7,1,heuristic_stateful,E032,E024,depends_on,reports_to,stale
q_1_7,1,static_graph,E032,E024,,reports_to,unknown
q_1_7,1,route_fn_only,E032,E024,reports_to,reports_to,correct
q_1_7,1,graph_route_pg,E032,E024,,reports_to,unknown
q_1_7,1,full_brain,E032,E024,reports_to,reports_to,correct
q_1_8,1,oracle,E009,E019,owns,owns,correct
q_1_8,1,vector_rag,E009,E019,owns,owns,correct
q_1_8,1,vector_rag_rerank,E009,E019,owns,owns,correct
q_1_8,1,heuristic_stateful,E009,E019,owns,owns,correct
q_1_8,1,static_graph,E009,E019,,owns,unknown
q_1_8,1,route_fn_only,E009,E019,owns,owns,correct
q_1_8,1,graph_route_pg,E009,E019,,owns,unknown
q_1_8,1,full_brain,E009,E019,owns,owns,correct
q_1_9,1,oracle,E008,E004,owns,owns,correct
q_1_9,1,vector_rag,E008,E004,owns,owns,correct
q_1_9,1,vector_rag_rerank,E008,E004,owns,owns,correct
q_1_9,1,heuristic_stateful,E008,E004,owns,owns,correct
q_1_9,1,static_graph,E008,E004,,owns,unknown
q_1_9,1,route_fn_only,E008,E004,partners_with,owns,incorrect
q_1_9,1,graph_route_pg,E008,E004,,owns,unknown
q_1_9,1,full_brain,E008,E004,owns,owns,correct
q_1_10,1,oracle,E057,E011,owns,owns,correct
q_1_10,1,vector_rag,E057,E011,owns,owns,correct
q_1_10,1,vector_rag_rerank,E057,E011,owns,owns,correct
q_1_10,1,heuristic_stateful,E057,E011,owns,owns,correct
q_1_10,1,static_graph,E057,E011,,owns,unknown
q_1_10,1,route_fn_only,E057,E011,owns,owns,correct
q_1_10,1,graph_route_pg,E057,E011,,owns,unknown
q_1_10,1,full_brain,E057,E011,owns,owns,correct
q_1_11,1,oracle,E032,E024,reports_to,reports_to,correct
q_1_11,1,vector_rag,E032,E024,depends_on,reports_to,stale
q_1_11,1,vector_rag_rerank,E032,E024,depends_on,reports_to,stale
q_1_11,1,heuristic_stateful,E032,E024,depends_on,reports_to,stale
q_1_11,1,static_graph,E032,E024,,reports_to,unknown
q_1_11,1,route_fn_only,E032,E024,reports_to,reports_to,correct
q_1_11,1,graph_route_pg,E032,E024,,reports_to,unknown
q_1_11,1,full_brain,E032,E024,reports_to,reports_to,correct
q_1_12,1,oracle,E006,E003,depends_on,depends_on,correct
q_1_12,1,vector_rag,E006,E003,depends_on,depends_on,correct
q_1_12,1,vector_rag_rerank,E006,E003,depends_on,depends_on,correct
q_1_12,1,heuristic_stateful,E006,E003,depends_on,depends_on,correct
q_1_12,1,static_graph,E006,E003,,depends_on,unknown
q_1_12,1,route_fn_only,E006,E003,depends_on,depends_on,correct
q_1_12,1,graph_route_pg,E006,E003,,depends_on,unknown
q_1_12,1,full_brain,E006,E003,depends_on,depends_on,correct
q_1_13,1,oracle,E024,E029,reports_to,reports_to,correct
q_1_13,1,vector_rag,E024,E029,reports_to,reports_to,correct
q_1_13,1,vector_rag_rerank,E024,E029,reports_to,reports_to,correct
q_1_13,1,heuristic_stateful,E024,E029,reports_to,reports_to,correct
q_1_13,1,static_graph,E024,E029,,reports_to,unknown
q_1_13,1,route_fn_only,E024,E029,reports_to,reports_to,correct
q_1_13,1,graph_route_pg,E024,E029,,reports_to,unknown
q_1_13,1,full_brain,E024,E029,reports_to,reports_to,correct
q_1_14,1,oracle,E005,E027,owns,owns,correct
q_1_14,1,vector_rag,E005,E027,owns,owns,correct
q_1_14,1,vector_rag_rerank,E005,E027,owns,owns,correct
q_1_14,1,heuristic_stateful,E005,E027,owns,owns,correct
q_1_14,1,static_graph,E005,E027,,owns,unknown
q_1_14,1,route_fn_only,E005,E027,depends_on,owns,incorrect
q_1_14,1,graph_route_pg,E005,E027,,owns,unknown
q_1_14,1,full_brain,E005,E027,owns,owns,correct
q_1_15,1,oracle,E045,E040,depends_on,depends_on,correct
q_1_15,1,vector_rag,E045,E040,depends_on,depends_on,correct
q_1_15,1,vector_rag_rerank,E045,E040,depends_on,depends_on,correct
q_1_15,1,heuristic_stateful,E045,E040,depends_on,depends_on,correct
q_1_15,1,static_graph,E045,E040,,depends_on,unknown
q_1_15,1,route_fn_only,E045,E040,reports_to,depends_on,incorrect
q_1_15,1,graph_route_pg,E045,E040,,depends_on,unknown
q_1_15,1,full_brain,E045,E040,depends_on,depends_on,correct
q_1_16,1,oracle,E059,E008,owns,owns,correct
q_1_16,1,vector_rag,E059,E008,owns,owns,correct
q_1_16,1,vector_rag_rerank,E059,E008,owns,owns,correct
q_1_16,1,heuristic_stateful,E059,E008,owns,owns,correct
q_1_16,1,static_graph,E059,E008,,owns,unknown
q_1_16,1,route_fn_only,E059,E008,owns,owns,correct
q_1_16,1,graph_route_pg,E059,E008,,owns,unknown
q_1_16,1,full_brain,E059,E008,owns,owns,correct
q_1_17,1,oracle,E048,E045,manages,manages,correct
q_1_17,1,vector_rag,E048,E045,manages,manages,correct
q_1_17,1,vector_rag_rerank,E048,E045,manages,manages,correct
q_1_17,1,heuristic_stateful,E048,E045,manages,manages,correct
q_1_17,1,static_graph,E048,E045,,manages,unknown
q_1_17,1,route_fn_only,E048,E045,reports_to,manages,incorrect
q_1_17,1,graph_route_pg,E048,E045,,manages,unknown
q_1_17,1,full_brain,E048,E045,manages,manages,correct
q_1_18,1,oracle,E008,E044,depends_on,depends_on,correct
q_1_18,1,vector_rag,E008,E044,depends_on,depends_on,correct
q_1_18,1,vector_rag_rerank,E008,E044,depends_on,depends_on,correct
q_1_18,1,heuristic_stateful,E008,E044,depends_on,depends_on,correct
q_1_18,1,static_graph,E008,E044,,depends_on,unknown
q_1_18,1,route_fn_only,E008,E044,partners_with,depends_on,incorrect
q_1_18,1,graph_route_pg,E008,E044,,depends_on,unknown
q_1_18,1,full_brain,E008,E044,depends_on,depends_on,correct
q_1_19,1,oracle,E059,E042,partners_with,partners_with,correct
q_1_19,1,vector_rag,E059,E042,partners_with,partners_with,correct
q_1_19,1,vector_rag_rerank,E059,E042,partners_with,partners_with,correct
q_1_19,1,heuristic_stateful,E059,E042,partners_with,partners_with,correct
q_1_19,1,static_graph,E059,E042,,partners_with,unknown
q_1_19,1,route_fn_only,E059,E042,partners_with,partners_with,correct
q_1_19,1,graph_route_pg,E059,E042,,partners_with,unknown
q_1_19,1,full_brain,E059,E042,partners_with,partners_with,correct
q_2_0,2,oracle,E018,E027,manages,manages,correct
q_2_0,2,vector_rag,E018,E027,manages,manages,correct
q_2_0,2,vector_rag_rerank,E018,E027,manages,manages,correct
q_2_0,2,heuristic_stateful,E018,E027,manages,manages,correct
q_2_0,2,static_graph,E018,E027,,manages,unknown
q_2_0,2,route_fn_only,E018,E027,manages,manages,correct
q_2_0,2,graph_route_pg,E018,E027,,manages,unknown
q_2_0,2,full_brain,E018,E027,manages,manages,correct
q_2_1,2,oracle,E030,E034,depends_on,depends_on,correct
q_2_1,2,vector_rag,E030,E034,depends_on,depends_on,correct
q_2_1,2,vector_rag_rerank,E030,E034,depends_on,depends_on,correct
q_2_1,2,heuristic_stateful,E030,E034,reports_to,depends_on,stale
q_2_1,2,static_graph,E030,E034,,depends_on,unknown
q_2_1,2,route_fn_only,E030,E034,depends_on,depends_on,correct
q_2_1,2,graph_route_pg,E030,E034,,depends_on,unknown
q_2_1,2,full_brain,E030,E034,depends_on,depends_on,correct
q_2_2,2,oracle,E004,E032,owns,owns,correct
q_2_2,2,vector_rag,E004,E032,owns,owns,correct
q_2_2,2,vector_rag_rerank,E004,E032,owns,owns,correct
q_2_2,2,heuristic_stateful,E004,E032,owns,owns,correct
q_2_2,2,static_graph,E004,E032,,owns,unknown
q_2_2,2,route_fn_only,E004,E032,owns,owns,correct
q_2_2,2,graph_route_pg,E004,E032,,owns,unknown
q_2_2,2,full_brain,E004,E032,owns,owns,correct
q_2_3,2,oracle,E004,E032,owns,owns,correct
q_2_3,2,vector_rag,E004,E032,owns,owns,correct
q_2_3,2,vector_rag_rerank,E004,E032,owns,owns,correct
q_2_3,2,heuristic_stateful,E004,E032,owns,owns,correct
q_2_3,2,static_graph,E004,E032,,owns,unknown
q_2_3,2,route_fn_only,E004,E032,owns,owns,correct
q_2_3,2,graph_route_pg,E004,E032,,owns,unknown
q_2_3,2,full_brain,E004,E032,owns,owns,correct
q_2_4,2,oracle,E018,E027,manages,manages,correct
q_2_4,2,vector_rag,E018,E027,manages,manages,correct
q_2_4,2,vector_rag_rerank,E018,E027,manages,manages,correct
q_2_4,2,heuristic_stateful,E018,E027,manages,manages,correct
q_2_4,2,static_graph,E018,E027,,manages,unknown
q_2_4,2,route_fn_only,E018,E027,manages,manages,correct
q_2_4,2,graph_route_pg,E018,E027,,manages,unknown
q_2_4,2,full_brain,E018,E027,manages,manages,correct
q_2_5,2,oracle,E041,E043,manages,manages,correct
q_2_5,2,vector_rag,E041,E043,manages,manages,correct
q_2_5,2,vector_rag_rerank,E041,E043,manages,manages,correct
q_2_5,2,heuristic_stateful,E041,E043,manages,manages,correct
q_2_5,2,static_graph,E041,E043,,manages,unknown
q_2_5,2,route_fn_only,E041,E043,manages,manages,correct
q_2_5,2,graph_route_pg,E041,E043,,manages,unknown
q_2_5,2,full_brain,E041,E043,manages,manages,correct
q_2_6,2,oracle,E013,E037,depends_on,depends_on,correct
q_2_6,2,vector_rag,E013,E037,depends_on,depends_on,correct
q_2_6,2,vector_rag_rerank,E013,E037,depends_on,depends_on,correct
q_2_6,2,heuristic_stateful,E013,E037,depends_on,depends_on,correct
q_2_6,2,static_graph,E013,E037,,depends_on,unknown
q_2_6,2,route_fn_only,E013,E037,depends_on,depends_on,correct
q_2_6,2,graph_route_pg,E013,E037,,depends_on,unknown
q_2_6,2,full_brain,E013,E037,depends_on,depends_on,correct
q_2_7,2,oracle,E013,E037,depends_on,depends_on,correct
q_2_7,2,vector_rag,E013,E037,depends_on,depends_on,correct
q_2_7,2,vector_rag_rerank,E013,E037,depends_on,depends_on,correct
q_2_7,2,heuristic_stateful,E013,E037,depends_on,depends_on,correct
q_2_7,2,static_graph,E013,E037,,depends_on,unknown
q_2_7,2,route_fn_only,E013,E037,depends_on,depends_on,correct
q_2_7,2,graph_route_pg,E013,E037,,depends_on,unknown
q_2_7,2,full_brain,E013,E037,depends_on,depends_on,correct
q_2_8,2,oracle,E027,E012,partners_with,partners_with,correct
q_2_8,2,vector_rag,E027,E012,partners_with,partners_with,correct
q_2_8,2,vector_rag_rerank,E027,E012,partners_with,partners_with,correct
q_2_8,2,heuristic_stateful,E027,E012,partners_with,partners_with,correct
q_2_8,2,static_graph,E027,E012,,partners_with,unknown
q_2_8,2,route_fn_only,E027,E012,depends_on,partners_with,incorrect
q_2_8,2,graph_route_pg,E027,E012,,partners_with,unknown
q_2_8,2,full_brain,E027,E012,partners_with,partners_with,correct
q_2_9,2,oracle,E018,E027,manages,manages,correct
q_2_9,2,vector_rag,E018,E027,manages,manages,correct
q_2_9,2,vector_rag_rerank,E018,E027,manages,manages,correct
q_2_9,2,heuristic_stateful,E018,E027,manages,manages,correct
q_2_9,2,static_graph,E018,E027,,manages,unknown
q_2_9,2,route_fn_only,E018,E027,manages,manages,correct
q_2_9,2,graph_route_pg,E018,E027,,manages,unknown
q_2_9,2,full_brain,E018,E027,manages,manages,correct
q_2_10,2,oracle,E018,E027,manages,manages,correct
q_2_10,2,vector_rag,E018,E027,manages,manages,correct
q_2_10,2,vector_rag_rerank,E018,E027,manages,manages,correct
q_2_10,2,heuristic_stateful,E018,E027,manages,manages,correct
q_2_10,2,static_graph,E018,E027,,manages,unknown
q_2_10,2,route_fn_only,E018,E027,manages,manages,correct
q_2_10,2,graph_route_pg,E018,E027,,manages,unknown
q_2_10,2,full_brain,E018,E027,manages,manages,correct
q_2_11,2,oracle,E048,E057,manages,manages,correct
q_2_11,2,vector_rag,E048,E057,manages,manages,correct
q_2_11,2,vector_rag_rerank,E048,E057,manages,manages,correct
q_2_11,2,heuristic_stateful,E048,E057,manages,manages,correct
q_2_11,2,static_graph,E048,E057,,manages,unknown
q_2_11,2,route_fn_only,E048,E057,reports_to,manages,incorrect
q_2_11,2,graph_route_pg,E048,E057,,manages,unknown
q_2_11,2,full_brain,E048,E057,manages,manages,correct
q_2_12,2,oracle,E011,E044,manages,manages,correct
q_2_12,2,vector_rag,E011,E044,manages,manages,correct
q_2_12,2,vector_rag_rerank,E011,E044,manages,manages,correct
q_2_12,2,heuristic_stateful,E011,E044,manages,manages,correct
q_2_12,2,static_graph,E011,E044,,manages,unknown
q_2_12,2,route_fn_only,E011,E044,manages,manages,correct
q_2_12,2,graph_route_pg,E011,E044,,manages,unknown
q_2_12,2,full_brain,E011,E044,manages,manages,correct
q_2_13,2,oracle,E030,E034,depends_on,depends_on,correct
q_2_13,2,vector_rag,E030,E034,depends_on,depends_on,correct
q_2_13,2,vector_rag_rerank,E030,E034,depends_on,depends_on,correct
q_2_13,2,heuristic_stateful,E030,E034,reports_to,depends_on,stale
q_2_13,2,static_graph,E030,E034,,depends_on,unknown
q_2_13,2,route_fn_only,E030,E034,depends_on,depends_on,correct
q_2_13,2,graph_route_pg,E030,E034,,depends_on,unknown
q_2_13,2,full_brain,E030,E034,depends_on,depends_on,correct
q_2_14,2,oracle,E013,E037,depends_on,depends_on,correct
q_2_14,2,vector_rag,E013,E037,depends_on,depends_on,correct
q_2_14,2,vector_rag_rerank,E013,E037,depends_on,depends_on,correct
q_2_14,2,heuristic_stateful,E013,E037,depends_on,depends_on,correct
q_2_14,2,static_graph,E013,E037,,depends_on,unknown
q_2_14,2,route_fn_only,E013,E037,depends_on,depends_on,correct
q_2_14,2,graph_route_pg,E013,E037,,depends_on,unknown
q_2_14,2,full_brain,E013,E037,depends_on,depends_on,correct
q_2_15,2,oracle,E024,E056,partners_with,partners_with,correct
q_2_15,2,vector_rag,E024,E056,reports_to,partners_with,stale
q_2_15,2,vector_rag_rerank,E024,E056,reports_to,partners_with,stale
q_2_15,2,heuristic_stateful,E024,E056,reports_to,partners_with,stale
q_2_15,2,static_graph,E024,E056,,partners_with,unknown
q_2_15,2,route_fn_only,E024,E056,partners_with,partners_with,correct
q_2_15,2,graph_route_pg,E024,E056,,partners_with,unknown
q_2_15,2,full_brain,E024,E056,partners_with,partners_with,correct
q_2_16,2,oracle,E013,E037,depends_on,depends_on,correct
q_2_16,2,vector_rag,E013,E037,depends_on,depends_on,correct
q_2_16,2,vector_rag_rerank,E013,E037,depends_on,depends_on,correct
q_2_16,2,heuristic_stateful,E013,E037,depends_on,depends_on,correct
q_2_16,2,static_graph,E013,E037,,depends_on,unknown
q_2_16,2,route_fn_only,E013,E037,depends_on,depends_on,correct
q_2_16,2,graph_route_pg,E013,E037,,depends_on,unknown
q_2_16,2,full_brain,E013,E037,depends_on,depends_on,correct
q_2_17,2,oracle,E004,E032,owns,owns,correct
q_2_17,2,vector_rag,E004,E032,owns,owns,correct
q_2_17,2,vector_rag_rerank,E004,E032,owns,owns,correct
q_2_17,2,heuristic_stateful,E004,E032,owns,owns,correct
q_2_17,2,static_graph,E004,E032,,owns,unknown
q_2_17,2,route_fn_only,E004,E032,owns,owns,correct
q_2_17,2,graph_route_pg,E004,E032,,owns,unknown
q_2_17,2,full_brain,E004,E032,owns,owns,correct
q_2_18,2,oracle,E018,E027,manages,manages,correct
q_2_18,2,vector_rag,E018,E027,manages,manages,correct
q_2_18,2,vector_rag_rerank,E018,E027,manages,manages,correct
q_2_18,2,heuristic_stateful,E018,E027,manages,manages,correct
q_2_18,2,static_graph,E018,E027,,manages,unknown
q_2_18,2,route_fn_only,E018,E027,manages,manages,correct
q_2_18,2,graph_route_pg,E018,E027,,manages,unknown
q_2_18,2,full_brain,E018,E027,manages,manages,correct
q_2_19,2,oracle,E018,E027,manages,manages,correct
q_2_19,2,vector_rag,E018,E027,manages,manages,correct
q_2_19,2,vector_rag_rerank,E018,E027,manages,manages,correct
q_2_19,2,heuristic_stateful,E018,E027,manages,manages,correct
q_2_19,2,static_graph,E018,E027,,manages,unknown
q_2_19,2,route_fn_only,E018,E027,manages,manages,correct
q_2_19,2,graph_route_pg,E018,E027,,manages,unknown
q_2_19,2,full_brain,E018,E027,manages,manages,correct
q_3_0,3,oracle,E036,E027,depends_on,depends_on,correct
q_3_0,3,vector_rag,E036,E027,depends_on,depends_on,correct
q_3_0,3,vector_rag_rerank,E036,E027,depends_on,depends_on,correct
q_3_0,3,heuristic_stateful,E036,E027,depends_on,depends_on,correct
q_3_0,3,static_graph,E036,E027,,depends_on,unknown
q_3_0,3,route_fn_only,E036,E027,depends_on,depends_on,correct
q_3_0,3,graph_route_pg,E036,E027,,depends_on,unknown
q_3_0,3,full_brain,E036,E027,depends_on,depends_on,correct
q_3_1,3,oracle,E016,E051,manages,manages,correct
q_3_1,3,vector_rag,E016,E051,manages,manages,correct
q_3_1,3,vector_rag_rerank,E016,E051,manages,manages,correct
q_3_1,3,heuristic_stateful,E016,E051,manages,manages,correct
q_3_1,3,static_graph,E016,E051,,manages,unknown
q_3_1,3,route_fn_only,E016,E051,manages,manages,correct
q_3_1,3,graph_route_pg,E016,E051,,manages,unknown
q_3_1,3,full_brain,E016,E051,manages,manages,correct
q_3_2,3,oracle,E016,E051,manages,manages,correct
q_3_2,3,vector_rag,E016,E051,manages,manages,correct
q_3_2,3,vector_rag_rerank,E016,E051,manages,manages,correct
q_3_2,3,heuristic_stateful,E016,E051,manages,manages,correct
q_3_2,3,static_graph,E016,E051,,manages,unknown
q_3_2,3,route_fn_only,E016,E051,manages,manages,correct
q_3_2,3,graph_route_pg,E016,E051,,manages,unknown
q_3_2,3,full_brain,E016,E051,manages,manages,correct
q_3_3,3,oracle,E036,E027,depends_on,depends_on,correct
q_3_3,3,vector_rag,E036,E027,depends_on,depends_on,correct
q_3_3,3,vector_rag_rerank,E036,E027,depends_on,depends_on,correct
q_3_3,3,heuristic_stateful,E036,E027,depends_on,depends_on,correct
q_3_3,3,static_graph,E036,E027,,depends_on,unknown
q_3_3,3,route_fn_only,E036,E027,depends_on,depends_on,correct
q_3_3,3,graph_route_pg,E036,E027,,depends_on,unknown
q_3_3,3,full_brain,E036,E027,depends_on,depends_on,correct
q_3_4,3,oracle,E013,E026,reports_to,reports_to,correct
q_3_4,3,vector_rag,E013,E026,reports_to,reports_to,correct
q_3_4,3,vector_rag_rerank,E013,E026,reports_to,reports_to,correct
q_3_4,3,heuristic_stateful,E013,E026,reports_to,reports_to,correct
q_3_4,3,static_graph,E013,E026,,reports_to,unknown
q_3_4,3,route_fn_only,E013,E026,reports_to,reports_to,correct
q_3_4,3,graph_route_pg,E013,E026,,reports_to,unknown
q_3_4,3,full_brain,E013,E026,reports_to,reports_to,correct
q_3_5,3,oracle,E030,E018,owns,owns,correct
q_3_5,3,vector_rag,E030,E018,owns,owns,correct
q_3_5,3,vector_rag_rerank,E030,E018,owns,owns,correct
q_3_5,3,heuristic_stateful,E030,E018,owns,owns,correct
q_3_5,3,static_graph,E030,E018,,owns,unknown
q_3_5,3,route_fn_only,E030,E018,owns,owns,correct
q_3_5,3,graph_route_pg,E030,E018,,owns,unknown
q_3_5,3,full_brain,E030,E018,owns,owns,correct
q_3_6,3,oracle,E036,E027,depends_on,depends_on,correct
q_3_6,3,vector_rag,E036,E027,depends_on,depends_on,correct
q_3_6,3,vector_rag_rerank,E036,E027,depends_on,depends_on,correct
q_3_6,3,heuristic_stateful,E036,E027,depends_on,depends_on,correct
q_3_6,3,static_graph,E036,E027,,depends_on,unknown
q_3_6,3,route_fn_only,E036,E027,depends_on,depends_on,correct
q_3_6,3,graph_route_pg,E036,E027,,depends_on,unknown
q_3_6,3,full_brain,E036,E027,depends_on,depends_on,correct
q_3_7,3,oracle,E026,E004,reports_to,reports_to,correct
q_3_7,3,vector_rag,E026,E004,reports_to,reports_to,correct
q_3_7,3,vector_rag_rerank,E026,E004,reports_to,reports_to,correct
q_3_7,3,heuristic_stateful,E026,E004,reports_to,reports_to,correct
q_3_7,3,static_graph,E026,E004,,reports_to,unknown
q_3_7,3,route_fn_only,E026,E004,reports_to,reports_to,correct
q_3_7,3,graph_route_pg,E026,E004,,reports_to,unknown
q_3_7,3,full_brain,E026,E004,reports_to,reports_to,correct
q_3_8,3,oracle,E054,E008,partners_with,partners_with,correct
q_3_8,3,vector_rag,E054,E008,partners_with,partners_with,correct
q_3_8,3,vector_rag_rerank,E054,E008,partners_with,partners_with,correct
q_3_8,3,heuristic_stateful,E054,E008,partners_with,partners_with,correct
q_3_8,3,static_graph,E054,E008,,partners_with,unknown
q_3_8,3,route_fn_only,E054,E008,partners_with,partners_with,correct
q_3_8,3,graph_route_pg,E054,E008,,partners_with,unknown
q_3_8,3,full_brain,E054,E008,partners_with,partners_with,correct
q_3_9,3,oracle,E044,E043,owns,owns,correct
q_3_9,3,vector_rag,E044,E043,owns,owns,correct
q_3_9,3,vector_rag_rerank,E044,E043,owns,owns,correct
q_3_9,3,heuristic_stateful,E044,E043,owns,owns,correct
q_3_9,3,static_graph,E044,E043,,owns,unknown
q_3_9,3,route_fn_only,E044,E043,depends_on,owns,incorrect
q_3_9,3,graph_route_pg,E044,E043,,owns,unknown
q_3_9,3,full_brain,E044,E043,owns,owns,correct
q_3_10,3,oracle,E030,E018,owns,owns,correct
q_3_10,3,vector_rag,E030,E018,owns,owns,correct
q_3_10,3,vector_rag_rerank,E030,E018,owns,owns,correct
q_3_10,3,heuristic_stateful,E030,E018,owns,owns,correct
q_3_10,3,static_graph,E030,E018,,owns,unknown
q_3_10,3,route_fn_only,E030,E018,owns,owns,correct
q_3_10,3,graph_route_pg,E030,E018,,owns,unknown
q_3_10,3,full_brain,E030,E018,owns,owns,correct
q_3_11,3,oracle,E038,E031,reports_to,reports_to,correct
q_3_11,3,vector_rag,E038,E031,reports_to,reports_to,correct
q_3_11,3,vector_rag_rerank,E038,E031,reports_to,reports_to,correct
q_3_11,3,heuristic_stateful,E038,E031,reports_to,reports_to,correct
q_3_11,3,static_graph,E038,E031,,reports_to,unknown
q_3_11,3,route_fn_only,E038,E031,reports_to,reports_to,correct
q_3_11,3,graph_route_pg,E038,E031,,reports_to,unknown
q_3_11,3,full_brain,E038,E031,reports_to,reports_to,correct
q_3_12,3,oracle,E020,E000,manages,manages,correct
q_3_12,3,vector_rag,E020,E000,partners_with,manages,incorrect
q_3_12,3,vector_rag_rerank,E020,E000,manages,manages,correct
q_3_12,3,heuristic_stateful,E020,E000,manages,manages,correct
q_3_12,3,static_graph,E020,E000,,manages,unknown
q_3_12,3,route_fn_only,E020,E000,reports_to,manages,incorrect
q_3_12,3,graph_route_pg,E020,E000,,manages,unknown
q_3_12,3,full_brain,E020,E000,manages,manages,correct
q_3_13,3,oracle,E005,E029,owns,owns,correct
q_3_13,3,vector_rag,E005,E029,owns,owns,correct
q_3_13,3,vector_rag_rerank,E005,E029,owns,owns,correct
q_3_13,3,heuristic_stateful,E005,E029,owns,owns,correct
q_3_13,3,static_graph,E005,E029,,owns,unknown
q_3_13,3,route_fn_only,E005,E029,owns,owns,correct
q_3_13,3,graph_route_pg,E005,E029,,owns,unknown
q_3_13,3,full_brain,E005,E029,owns,owns,correct
q_3_14,3,oracle,E009,E019,owns,owns,correct
q_3_14,3,vector_rag,E009,E019,owns,owns,correct
q_3_14,3,vector_rag_rerank,E009,E019,owns,owns,correct
q_3_14,3,heuristic_stateful,E009,E019,owns,owns,correct
q_3_14,3,static_graph,E009,E019,,owns,unknown
q_3_14,3,route_fn_only,E009,E019,owns,owns,correct
q_3_14,3,graph_route_pg,E009,E019,,owns,unknown
q_3_14,3,full_brain,E009,E019,owns,owns,correct
q_3_15,3,oracle,E026,E004,reports_to,reports_to,correct
q_3_15,3,vector_rag,E026,E004,reports_to,reports_to,correct
q_3_15,3,vector_rag_rerank,E026,E004,reports_to,reports_to,correct
q_3_15,3,heuristic_stateful,E026,E004,reports_to,reports_to,correct
q_3_15,3,static_graph,E026,E004,,reports_to,unknown
q_3_15,3,route_fn_only,E026,E004,reports_to,reports_to,correct
